,Counter,Timestamp,Pressure (kPa),Pump State,Franka Tx,Franka Ty,Franka Tz,Franka Rx,Franka Ry,Franka Rz,Franka Rw
141,141,20-01-30,0.654296875,21060.646484375,0.41978871885496666,-0.02466812545129225,0.23866427293437248,0.807174274620421,-0.42754581959044696,0.36301265744757977,-0.1841088620207518
142,142,20-01-31,0.48828125,21061.681640625,0.41978955518585603,-0.024668392118365343,0.23866813845010731,0.807173593677345,-0.42754343304420334,0.3630170663724759,-0.1841086962994922
143,143,20-01-31,0.56640625,21062.5859375,0.41979094216338286,-0.02466910745030766,0.23867515429984265,0.8071705353930316,-0.42754169566805295,0.3630242822426545,-0.18411191096943763
144,144,20-01-31,0.6591796875,21063.58203125,0.41979337226699676,-0.02467551971253794,0.2386780587514532,0.8071651124565575,-0.42754922883065766,0.3630288235421431,-0.18410923778265473
145,145,20-01-31,0.625,21064.5859375,0.4197951721728171,-0.024678485696719817,0.23868049009755612,0.8071627999615888,-0.4275510867850848,0.3630312703448234,-0.18411023681176614
146,146,20-01-31,0.7421875,21065.4609375,0.4197947636861963,-0.024679849656372935,0.23868649735569286,0.8071616455751569,-0.42754673773619684,0.3630393083440311,-0.1841095477171895
147,147,20-01-31,0.6298828125,21066.46484375,0.4197971855420035,-0.024680642307314406,0.23868817281069932,0.8071617838865471,-0.4275438401346577,0.36304327114115287,-0.18410785609291258
148,148,20-01-31,0.72265625,21067.46484375,0.41979645609553906,-0.024676433165390563,0.23869212933441925,0.8071619802929658,-0.427540685474119,0.36304370752657306,-0.18411346028799272
149,149,20-01-31,0.5224609375,21068.3515625,0.419798879018344,-0.02468145980208303,0.23869628057926986,0.8071573092737292,-0.42754335514084274,0.3630522809431085,-0.18411083309493442
150,150,20-01-31,0.5859375,21069.31640625,0.4197998824556808,-0.02468408216894168,0.23869996850997116,0.8071536057616566,-0.4275458003660896,0.36305762273924025,-0.18411085754568474
151,151,20-01-31,0.6396484375,21070.33203125,0.4198018792785934,-0.024685171494661005,0.23870604536201995,0.8071524630634677,-0.42754320182814004,0.36306183986089957,-0.18411358553332882
152,152,20-01-32,0.6396484375,21071.20703125,0.41980239638863726,-0.0246880772557389,0.2387086517638314,0.8071502345226134,-0.42754430975402635,0.3630669563577056,-0.18411069308488032
153,153,20-01-32,0.7275390625,21072.1796875,0.41980348259017464,-0.024687950889982234,0.23870910649994495,0.8071493974699592,-0.42754522666438705,0.36306719103191926,-0.18411177071706095
154,154,20-01-32,0.673828125,21073.154296875,0.41980523618964694,-0.024690914970414802,0.2387133902088501,0.8071464641909668,-0.4275453285526436,0.36307458256349623,-0.1841098174274672
155,155,20-01-32,0.5810546875,21074.025390625,0.41980513195618663,-0.024691157651222363,0.2387163478183764,0.8071440037958721,-0.4275462887322259,0.3630766317620665,-0.18411433294554216
156,156,20-01-32,0.6787109375,21074.982421875,0.4198050098745595,-0.024692237436858753,0.2387196934688811,0.8071427795490773,-0.4275456300416461,0.3630808730351262,-0.18411286562902648
157,157,20-01-32,0.5517578125,21075.927734375,0.41980792390418165,-0.024696567433128064,0.23872177837207847,0.807141394750985,-0.4275467301860864,0.3630842106681794,-0.18410979971225175
158,158,20-01-32,0.6884765625,21076.78515625,0.41980720578970193,-0.024694681674050332,0.23872221316322284,0.8071406964572426,-0.4275468772644101,0.36308419315395285,-0.1841125540144171
159,159,20-01-32,0.6591796875,21077.7421875,0.4198082998434719,-0.02469646567736278,0.2387267366936243,0.8071385209011458,-0.42754616352386954,0.3630895977089189,-0.18411309070543172
160,160,20-01-32,0.7080078125,21078.689453125,0.41980939041857623,-0.024695248765844245,0.23873113529461548,0.807136614985991,-0.42754495473414494,0.3630938418885148,-0.18411588310890561
161,161,20-01-32,0.6201171875,21079.5234375,0.4198096963866257,-0.024697605169768926,0.2387375020044712,0.8071327038145408,-0.42754601501742523,0.3630999651362234,-0.18411849117843018
162,162,20-01-33,0.7373046875,21080.474609375,0.419812444621639,-0.024700705687808727,0.23873862336300566,0.807132183214555,-0.4275448214111157,0.36310445542024766,-0.1841146896850127
163,163,20-01-33,0.751953125,21081.423828125,0.41981360793977196,-0.02470090354461666,0.23874366733491292,0.8071296020225541,-0.42754482680655587,0.3631089684498628,-0.18411709220260367
164,164,20-01-33,0.8740234375,21082.234375,0.4198140648490475,-0.02470379182467428,0.2387464727251507,0.8071295873074172,-0.42754018142953953,0.36311550785480273,-0.18411504694484745
165,165,20-01-33,0.7861328125,21083.154296875,0.4198163784741473,-0.024704449004482775,0.23874889338916963,0.8071266473491316,-0.42754410701820267,0.363116025744831,-0.1841177979996426
166,166,20-01-33,0.751953125,21084.048828125,0.41981549774429094,-0.02470327154475975,0.23875185334822085,0.8071281163856527,-0.427538899044208,0.363119453353743,-0.1841166916384647
