,roll_x,pitch_y,yaw_z
0,3.141592653589793,0.0,3.141592653589793
1,3.141592653589793,0.0,3.141592653589793
2,3.141592653589793,0.0,3.141592653589793
3,3.141592653589793,0.0,3.141592653589793
4,3.141592653589793,0.0,3.141592653589793
5,3.141592653589793,0.0,3.141592653589793
6,3.141592653589793,0.0,3.141592653589793
7,3.141592653589793,0.0,3.141592653589793
8,3.141592653589793,0.0,3.141592653589793
9,3.141592653589793,0.0,3.141592653589793
10,3.141592653589793,0.0,3.141592653589793
11,3.141592653589793,0.0,3.141592653589793
12,2.3144041451730435,0.01258743931130124,-0.75508804483096
13,2.3127559831577704,0.012646031048350936,-0.7555966609484631
14,2.30215830007098,0.01636807662169204,-0.7578311858793914
15,2.2791238704096353,0.025085744391583287,-0.7616100836547647
16,2.2522139021443848,0.034046191455295194,-0.7654268400772455
17,2.226595860164074,0.04304777909666835,-0.7696386830322484
18,2.1996584640356485,0.05122882979783072,-0.7740314734055351
19,2.171126776451868,0.059156723715737325,-0.7784278947778677
20,2.1428286805394783,0.06588501874755415,-0.7822116542790775
21,2.125258209375959,0.06887647332924773,-0.7842257761425421
22,2.123160551114199,0.0697361230680762,-0.784555024277839
23,2.1233795483292788,0.06999673884089486,-0.7845214077466344
24,2.123334456668879,0.07001761871733136,-0.784482470623807
25,2.1232662467502315,0.07003325445080222,-0.7844170319331802
26,2.123233828469993,0.07007223847552768,-0.7843581605672514
27,2.1231726160689868,0.0700870178072932,-0.7843078008936747
28,2.1231069139914553,0.07010561774529833,-0.7842500823769398
29,2.1230343747357194,0.07012946497708872,-0.7842176716441753
30,2.1229735127688416,0.07013260457745796,-0.784196687525584
31,2.122923830262549,0.07014325947858202,-0.7841815173718263
32,2.1228832602703918,0.07014288670629387,-0.7841605520147389
33,2.122825389463457,0.07015070777940635,-0.7841381782959662
34,2.1249346256113486,0.07052138495111682,-0.7857746335877864
35,2.1365009413712666,0.06826455220248318,-0.7838781461133297
36,2.1606914255641407,0.06237156113212805,-0.7790821633388993
37,2.1890404392093354,0.055161361358938565,-0.7742781977430412
38,2.214870566888122,0.04698927064569025,-0.7691687266804629
39,2.241575280463399,0.03866387561462736,-0.7648198341047214
40,2.2682865012070885,0.02971123060702907,-0.7603856156255913
41,2.293692915889228,0.020844628586476732,-0.756711987877844
42,2.3081231644050653,0.015857285024844403,-0.7548126465130298
43,2.3108437386707004,0.014550802135798069,-0.7547015633881733
44,2.310603477406022,0.014289763793583932,-0.7547230546222431
45,2.3106401734692157,0.014293141490422157,-0.7547530804683731
46,2.3106648506580947,0.014264771478032845,-0.754780826050484
47,2.310698937604867,0.014250731927891502,-0.7548120055244681
48,2.3107971912438083,0.014250871910150842,-0.7548397167133322
49,2.31086013876736,0.014230694276343048,-0.7548806438678066
