,roll_x,pitch_y,yaw_z
0,3.141592653589793,0.0,3.141592653589793
1,3.141592653589793,0.0,3.141592653589793
2,3.141592653589793,0.0,3.141592653589793
3,3.141592653589793,0.0,3.141592653589793
4,3.141592653589793,0.0,3.141592653589793
5,3.141592653589793,0.0,3.141592653589793
6,3.141592653589793,0.0,3.141592653589793
7,3.141592653589793,0.0,3.141592653589793
8,3.141592653589793,0.0,3.141592653589793
9,2.3292860444769334,0.008738714301353312,-0.7573763899198572
10,2.3292768573196825,0.008747811950993167,-0.7573890034552024
11,2.3292788900303805,0.008763127912324808,-0.757399267904272
12,2.3286243033103293,0.008565136823332153,-0.7575413318960829
13,2.3196205702278987,0.0125719410822136,-0.7602328960627964
14,2.294952048526132,0.021180689025413812,-0.7637225853284267
15,2.264847847685816,0.03035518424376704,-0.7668679282148904
16,2.2373627639124756,0.03965166573882217,-0.7702324786492007
17,2.2066116778495886,0.048732069593885985,-0.7737376473122585
18,2.175511775131753,0.05748861216659118,-0.7777217471600946
19,2.143874304781652,0.06447413730865792,-0.7813074218943259
20,2.1261565278648926,0.06725225528320555,-0.7832971742070864
21,2.1239854590914424,0.06812875231892579,-0.7834896764109598
22,2.124145316592446,0.06835945247214736,-0.7834451940629782
23,2.124087924765239,0.06839317784577115,-0.7834020748627909
24,2.124021172956935,0.06842589159841594,-0.7833391299812187
25,2.1239502295347648,0.06845848050300907,-0.7832803571320959
26,2.1238849767308703,0.06848117288543576,-0.7832394095054196
27,2.123827477511055,0.0685012828185847,-0.7831954105916604
28,2.1237821240371906,0.06852132379018006,-0.7831586436304093
29,2.1237441856393198,0.06854687248156233,-0.7830905055300592
30,2.1237045457813464,0.06856545750370002,-0.7830711268532686
31,2.123640433121127,0.06857855929984202,-0.7830467775147065
32,2.1235950881038463,0.06858437479704049,-0.7830266339183061
33,2.1260001169616674,0.06880941481198755,-0.7844137568572416
34,2.137528296811796,0.06657058479260503,-0.7826788794848601
35,2.161979698256088,0.06090533585312574,-0.7780233807617759
36,2.1901494985566514,0.05421432723639508,-0.773476475129417
37,2.216287173270612,0.04608528878990281,-0.768481717751771
38,2.242718562006568,0.038018792734552775,-0.7642074865084932
39,2.269220490365891,0.02934942017754505,-0.759860280863058
40,2.294384805838293,0.020622818743542215,-0.7563167474418716
41,2.308548253090544,0.015744922430072306,-0.7544831351638277
42,2.3103956283399243,0.014443482000094932,-0.7542758304789682
43,2.310110135496303,0.014150365168190238,-0.7542904999544644
44,2.3101614356245825,0.014161196306428758,-0.7543316599275016
45,2.310184982101768,0.01416522326150238,-0.7543519785359026
46,2.3102056203679946,0.014139876404781981,-0.7543714509226617
47,2.3102573626250553,0.014136421339792538,-0.7544077517631487
48,2.3102626686349956,0.01411045137688105,-0.7544443511178099
