,roll_x,pitch_y,yaw_z
0,3.141592653589793,0.0,3.141592653589793
1,3.141592653589793,0.0,3.141592653589793
2,3.141592653589793,0.0,3.141592653589793
3,3.141592653589793,0.0,3.141592653589793
4,2.331853172547005,0.008264621321034227,-0.757369324366762
5,2.3318548426412313,0.00826775869366414,-0.7573876497876032
6,2.331847979193269,0.008253463961197305,-0.7574009466272442
7,2.3318448782455343,0.00824987011931011,-0.7574163840192043
8,2.331857423023911,0.008240302090702478,-0.7574300926522741
9,2.3318568730394307,0.008235979893140177,-0.757451095884856
10,2.331836251603044,0.00823300263701543,-0.7574675913371727
11,2.331802565636948,0.008250102656117697,-0.7575101191029168
12,2.3271642303718503,0.01085407887275891,-0.7593418470849173
13,2.307089358708788,0.01783828707707391,-0.7625282073321725
14,2.277484733052872,0.027485575308146215,-0.7658428789376438
15,2.248038049585293,0.03652492554421882,-0.7693668519198567
16,2.2187439721680438,0.04587868820082219,-0.7728591525750655
17,2.1867050683015674,0.054301595692676674,-0.7768858759920622
18,2.154732308457324,0.06210790320245008,-0.7803652084916773
19,2.1303152798697513,0.06592181096836613,-0.7827447205038083
20,2.123608108697657,0.06725188802676474,-0.7835407735015668
21,2.123934763257266,0.06782040315054161,-0.7836210862499691
22,2.1238648665047792,0.06783412987213788,-0.7836049263683569
23,2.1238140008622657,0.06786153503762238,-0.7835607587713348
24,2.12376962706409,0.06789072955831377,-0.7835167459959224
25,2.1236959499499637,0.0679155478075133,-0.7834708852882997
26,2.1236430887230355,0.06793352775629335,-0.783426711035208
27,2.1235524900113742,0.06795416245601027,-0.78340072208216
28,2.1234771871986307,0.0679604000312839,-0.7833788301419455
29,2.1234131086219388,0.06797017618450418,-0.7833603505829733
30,2.1233506280746397,0.06797489772898313,-0.783351231481246
31,2.1232950376279653,0.06798888909505085,-0.7833439536539719
32,2.123231011490206,0.06799440133355072,-0.7833280580730179
33,2.1281939404343384,0.0678933125563439,-0.784851350288094
34,2.1437004984485837,0.06467662934574969,-0.7821250375938797
35,2.171229462086511,0.058381428622396925,-0.7770027818572869
36,2.1986181502816367,0.051771855348453855,-0.7723260808378096
37,2.22493635341022,0.043615136499097096,-0.7675587286911061
38,2.251309332151541,0.03528946699396318,-0.7633826979214967
39,2.2784363086582884,0.026585775770609388,-0.7593108282559884
40,2.3010197890512276,0.019707850596794696,-0.7564335107217685
41,2.310232351120713,0.01627355970427069,-0.7552479300805885
42,2.3100716136429957,0.015465003476332395,-0.755206550445646
43,2.309980144904384,0.01535303758215778,-0.7552233354587499
44,2.3099638496696278,0.015322847035246667,-0.75524413661303
45,2.3100306911802257,0.015343924044047164,-0.755270450043076
46,2.3100399961305023,0.015319896273164435,-0.7552979538430671
47,2.3100946525496493,0.015312967884780315,-0.7553239696944113
