,bd_gray_x,bd_gray_y,lk_gray_x,lk_gray_y,z_brightness_gray,z_brightness_bin
0,1.0926361083984375,-20.29901123046875,318.5790100097656,235.0690460205078,0.043290045988475176,
1,-0.069091796875,-32.996795654296875,318.57049560546875,235.05174255371094,0.043149517952127646,
2,-296.4618320465088,-19.590805053710938,318.58319091796875,235.02964782714844,0.04225735134548611,
3,-296.03416442871094,-26.589927673339844,318.5823669433594,235.02352905273438,0.04205105251736111,
4,-33.09449005126953,-1.1075897216796875,318.57855224609375,234.85238647460938,0.08681463985788114,0.05776041666666667
5,-33.22784423828125,-1.2381439208984375,318.5586853027344,235.32440185546875,0.0883328941385582,0.05751302083333333
6,-33.24176025390625,-1.1596145629882812,318.6619567871094,235.32012939453125,0.08810267490977691,0.057724609375
7,-33.35166931152344,-1.1957168579101562,318.5803527832031,235.36502075195312,0.08689359758559431,0.057744140625
8,-33.232730865478516,-1.1792755126953125,318.5680236816406,235.00099182128906,0.08596085798346059,0.05787109375
9,-33.292449951171875,-1.2630615234375,318.6416015625,235.19534301757812,0.08761782328287761,0.058134765625
10,-33.40684509277344,-1.2683639526367188,318.53594970703125,235.0164337158203,0.0893689029431217,0.057958984375
11,-33.24662780761719,-1.1595916748046875,318.5572509765625,235.1791534423828,0.09022250000000004,0.058121744791666666
12,-33.240779876708984,-1.223175048828125,318.6908874511719,235.27003479003906,0.08566597586673028,0.05817057291666667
13,-33.21665954589844,-1.2328643798828125,318.7012023925781,235.0523223876953,0.08651576631136952,0.058362630208333335
14,-33.257537841796875,-1.181182861328125,318.6382141113281,234.8605194091797,0.088393875082021,0.05805989583333333
15,-33.39434814453125,-1.24212646484375,318.7013244628906,235.44122314453125,0.08791561577263782,0.058131510416666664
16,-33.12346649169922,-1.251861572265625,318.39300537109375,235.18869018554688,0.0909599189348118,0.05799153645833333
17,-33.09597396850586,-1.2074508666992188,318.42315673828125,234.7389678955078,0.09016973958333337,0.05806966145833333
18,-33.325286865234375,-1.1377754211425781,318.4142761230469,234.74742126464844,0.09124824113743278,0.05870442708333334
19,-33.41270446777344,-1.112030029296875,318.5084228515625,234.77220153808594,0.09000400442294972,0.05827799479166667
20,-33.463653564453125,-1.142486572265625,318.65850830078125,234.85997009277344,0.08758128004807691,0.0584765625
21,-33.27923583984375,-1.1503143310546875,318.39605712890625,234.68299865722656,0.09045862268518516,0.05824544270833333
22,-33.427520751953125,-1.1129150390625,318.6468811035156,234.4119873046875,0.09004370181266401,0.058746744791666666
23,-33.370086669921875,-1.1480216979980469,318.4678955078125,234.74954223632812,0.09208349084341397,0.05877604166666667
24,-33.228240966796875,-1.17462158203125,318.57568359375,234.7893829345703,0.08882095849483206,0.05866536458333333
25,-33.32305908203125,-1.143218994140625,318.4335632324219,234.74014282226562,0.08786077724358975,0.05897786458333333
26,-33.292686462402344,-1.1678237915039062,318.3855285644531,235.1455841064453,0.09001781393536744,0.058619791666666664
27,-33.21546936035156,-1.151947021484375,318.464599609375,234.8116455078125,0.09053561094576719,0.05856119791666667
28,-33.38714599609375,-1.129608154296875,318.6249084472656,234.7034454345703,0.08998578389485677,0.05841145833333333
29,-33.300689697265625,-1.084075927734375,318.63946533203125,234.8300018310547,0.08899927775065104,0.058401692708333335
30,-33.430274963378906,-1.124542236328125,318.44927978515625,234.8860321044922,0.09128421875000002,0.0584375
31,-33.267578125,-1.09368896484375,318.57354736328125,234.67501831054688,0.08914380391438802,0.058684895833333334
32,-33.397674560546875,-1.0361785888671875,318.54302978515625,234.68589782714844,0.08748586096533079,0.058798828125
33,-33.32811737060547,-1.0526275634765625,318.5663757324219,234.6973876953125,0.08863230781653747,0.0587109375
34,-33.25455856323242,-1.0481185913085938,318.45855712890625,234.87472534179688,0.08821046173878207,0.058876953125
35,-33.321441650390625,-1.0168304443359375,318.6433410644531,234.64535522460938,0.08844976380813953,0.05857421875
36,-33.253936767578125,-1.0572509765625,318.65643310546875,234.6895751953125,0.0840271953507966,0.058623046875
37,-33.107452392578125,-1.013336181640625,318.484375,234.82644653320312,0.08722879106570516,0.057913411458333335
38,-33.309722900390625,-1.0976409912109375,318.669189453125,234.72756958007812,0.09170604418682797,0.05812825520833333
39,-33.14994812011719,-1.07965087890625,318.3313293457031,234.6257781982422,0.0873096081637597,0.05839518229166667
40,-33.439727783203125,-1.1340484619140625,318.5957336425781,234.22378540039062,0.08726399739583335,0.05855794270833333
41,-33.186676025390625,-1.070770263671875,318.7402648925781,234.81521606445312,0.08815940856933593,0.05813802083333333
42,-33.274452209472656,-1.1335906982421875,318.5790100097656,234.9130096435547,0.08838795979817708,0.058567708333333336
43,-33.392822265625,-1.28564453125,318.6697998046875,234.45840454101562,0.0872100360576923,0.058160807291666665
44,-33.35621643066406,-1.2067413330078125,318.7858581542969,234.75030517578125,0.08819989522298177,0.05821940104166667
45,-33.1773681640625,-1.1784286499023438,318.6287841796875,234.92564392089844,0.08566279520515264,0.05818033854166667
46,-33.4951171875,-1.2189178466796875,318.56207275390625,235.04568481445312,0.0867386568509615,0.05826171875
47,-33.4984130859375,-1.23248291015625,318.79522705078125,234.61456298828125,0.08896440455522484,0.05832682291666667
48,-33.386322021484375,-1.2410430908203125,318.5511169433594,234.71543884277344,0.08735149689114988,0.05827473958333333
49,-33.489990234375,-1.2926483154296875,318.7723388671875,234.74790954589844,0.09012687500000001,0.05835611979166667
50,-33.41276550292969,-1.2963104248046875,318.9065856933594,234.8457489013672,0.0896647652116402,0.05862630208333333
51,-33.2578125,-1.2455215454101562,318.65118408203125,234.7812957763672,0.08914240761408732,0.0583203125
52,-33.430938720703125,-1.1342010498046875,318.6539611816406,235.00411987304688,0.08573284430661575,0.057877604166666666
53,-33.19036865234375,-1.1676177978515625,318.754150390625,234.79080200195312,0.08688042534722222,0.058154296875
54,-33.21124267578125,-1.1578521728515625,318.4949035644531,234.9457244873047,0.08509225556344696,0.058359375
55,-33.41888427734375,-1.2032318115234375,318.71099853515625,234.73492431640625,0.08558732903944022,0.058131510416666664
56,-33.255950927734375,-1.1934356689453125,318.6424255371094,234.80410766601562,0.08659795673076924,0.058118489583333335
57,-33.42042541503906,-1.211822509765625,318.64410400390625,235.0617218017578,0.08761711120605468,0.058255208333333336
58,-33.109947204589844,-1.1874237060546875,318.6302795410156,234.8964080810547,0.08804306030273437,0.058046875
59,-33.15789794921875,-1.1555938720703125,318.54443359375,234.91268920898438,0.087506103515625,0.05769205729166667
60,-33.29949951171875,-1.125579833984375,318.55816650390625,235.1000518798828,0.08668279246794873,0.057809244791666665
61,-33.57061767578125,-1.17730712890625,318.6832580566406,235.25621032714844,0.0878350575764974,0.05725911458333333
62,-33.203359603881836,-1.2017440795898438,318.78839111328125,235.07699584960938,0.08952597966269842,0.057626953125
63,-33.252479553222656,-1.1144981384277344,318.8930969238281,235.20677185058594,0.08843785884186352,0.05732421875
64,-33.064483642578125,-1.1148223876953125,318.8821716308594,235.1580352783203,0.08914380270337303,0.057171223958333336
65,-33.242774963378906,-1.1157455444335938,318.79449462890625,234.96607971191406,0.08184168757603408,0.057080078125
66,-33.147552490234375,-1.0860748291015625,318.8696594238281,235.16598510742188,0.08563210679071247,0.05713216145833333
67,-33.148101806640625,-1.1189117431640625,318.7562561035156,235.26402282714844,0.08394523962220149,0.05725911458333333
68,-33.20960998535156,-1.085662841796875,318.84100341796875,235.31369018554688,0.08549576077449109,0.05677083333333333
69,-33.150299072265625,-1.052886962890625,318.7540588378906,235.1590118408203,0.08763964335123697,0.0570703125
70,-33.08950424194336,-1.1145172119140625,318.77764892578125,235.11622619628906,0.08648539380566156,0.057333984375
71,-33.03831481933594,-1.0748748779296875,318.81829833984375,235.21006774902344,0.08871993417814962,0.05761393229166667
72,-32.86719512939453,-1.1402587890625,318.7811279296875,234.94223022460938,0.08797696431477865,0.057291666666666664
73,-32.9044189453125,-1.1339645385742188,318.7852478027344,235.15371704101562,0.08546710997137404,0.0571484375
74,-32.96563720703125,-1.0961990356445312,318.5958251953125,235.13906860351562,0.08679957932692309,0.057255859375
75,-32.899227142333984,-1.09716796875,318.7677001953125,235.10910034179688,0.08645587940705128,0.057587890625
76,-32.90262985229492,-1.0982666015625,318.70703125,235.15167236328125,0.09070640646001343,0.057522786458333336
77,-33.018585205078125,-1.0961151123046875,318.73394775390625,235.15280151367188,0.09129625546034945,0.057493489583333335
78,-32.7830810546875,-1.0886077880859375,318.764892578125,235.0636444091797,0.08938783998842595,0.05766276041666667
79,-32.916358947753906,-1.1053390502929688,318.8160705566406,235.1533966064453,0.08605192927003817,0.057766927083333336
80,-33.22281837463379,-1.1283111572265625,318.7419128417969,235.15753173828125,0.08728238049095609,0.057659505208333336
81,-32.97557067871094,-1.1649055480957031,318.6463928222656,235.29251098632812,0.08549481651558526,0.057698567708333336
82,-32.9014892578125,-1.1217041015625,318.6047668457031,235.06153869628906,0.08697545724321706,0.05735026041666667
83,-32.98115539550781,-1.1882171630859375,318.6784973144531,234.8895263671875,0.0864795422676282,0.05748046875
84,-33.132781982421875,-1.1403961181640625,318.5841064453125,235.06410217285156,0.09045018229166668,0.057314453125
85,-33.080772399902344,-1.147613525390625,318.927978515625,235.08419799804688,0.08673929061692509,0.05739583333333333
86,-33.11126708984375,-1.0728607177734375,318.57415771484375,235.2293243408203,0.09132973937161246,0.05785807291666667
87,-33.137712478637695,-1.1614303588867188,318.60986328125,235.3734130859375,0.0864892077323718,0.057809244791666665
88,-33.20550537109375,-1.0631103515625,318.52117919921875,234.97251892089844,0.08604936983142492,0.057565104166666665
89,-33.337989807128906,-1.1112518310546875,318.4725341796875,234.86502075195312,0.08546333293575062,0.057578125
90,-33.33493423461914,-1.1588134765625,318.33221435546875,234.92872619628906,0.088876312335958,0.05794921875
91,-33.09588623046875,-1.1169586181640625,318.46954345703125,235.22970581054688,0.08629997117525445,0.057890625
92,-33.156803131103516,-1.172149658203125,318.6607666015625,234.84130859375,0.08780818495639534,0.05862955729166667
93,-32.93443298339844,-1.228912353515625,318.55096435546875,235.06295776367188,0.08773724873860678,0.058720703125
94,-33.10841369628906,-1.1006011962890625,318.65972900390625,235.17343139648438,0.08879424007545933,0.058430989583333336
95,-33.136810302734375,-1.1387405395507812,318.5493469238281,235.2706298828125,0.08750012617086562,0.05835286458333333
96,-33.009307861328125,-1.198486328125,318.7184143066406,234.98800659179688,0.08477607593201753,0.05846028645833334
97,-33.35609436035156,-1.12945556640625,318.72808837890625,235.05783081054688,0.08601788625159032,0.058486328125
98,-33.30670928955078,-1.12371826171875,318.5281677246094,234.90188598632812,0.08813667297363281,0.05835286458333333
99,-33.21808624267578,-1.1899871826171875,318.4543151855469,234.7485809326172,0.08921099950396826,0.058606770833333335
100,-33.25799560546875,-1.165252685546875,318.6861267089844,234.84939575195312,0.08583200165719698,0.05824544270833333
101,-33.19085693359375,-1.20184326171875,318.7411193847656,234.6809539794922,0.08862071440288714,0.05846028645833334
102,-33.111534118652344,-1.1641387939453125,318.51373291015625,235.13009643554688,0.08756856124838501,0.058349609375
103,-32.82691192626953,-1.165008544921875,318.6582946777344,235.14012145996094,0.08778653462727865,0.058121744791666666
104,-33.24324035644531,-1.1460609436035156,318.5203857421875,234.87908935546875,0.08763893935723513,0.058291015625
105,-32.959991455078125,-1.2153701782226562,318.5362243652344,234.92051696777344,0.08462308114035089,0.05852213541666667
106,-33.21363830566406,-1.239959716796875,318.5315246582031,234.7698516845703,0.08776069424257105,0.058323567708333336
107,-33.2573356628418,-1.1972274780273438,318.57318115234375,234.84820556640625,0.08765677991763568,0.058473307291666665
108,-32.96076965332031,-1.238555908203125,318.57733154296875,234.8297576904297,0.08686275540865383,0.0587109375
109,-32.95451354980469,-1.22113037109375,318.3974609375,234.68368530273438,0.08689551538275192,0.058444010416666664
110,-33.153785705566406,-1.0872879028320312,318.4736328125,234.4860076904297,0.0862594922868957,0.058720703125
111,-33.14158630371094,-1.1819305419921875,318.5141906738281,234.99147033691406,0.08709751493863051,0.058642578125
112,-33.34588623046875,-1.2182540893554688,318.5072021484375,234.9093780517578,0.08563674812030074,0.05846028645833334
113,-33.467376708984375,-1.1650238037109375,318.50018310546875,234.68846130371094,0.08754319411057694,0.05848307291666666
114,-33.388729095458984,-1.0390472412109375,318.6182556152344,234.84719848632812,0.0897674051920573,0.05898111979166667
115,-33.381591796875,-1.117462158203125,318.56195068359375,234.89761352539062,0.08591887433427318,0.058863932291666664
116,-33.43342590332031,-1.274810791015625,318.390869140625,234.89669799804688,0.08730404142811707,0.058509114583333334
117,-33.424163818359375,-1.1560516357421875,318.4717712402344,234.51803588867188,0.08845021802325581,0.058785807291666665
118,-33.365234375,-1.18243408203125,318.31402587890625,234.77243041992188,0.08537044270833333,0.058916015625
119,-33.288780212402344,-1.196685791015625,318.5840148925781,234.7349090576172,0.08903295078326874,0.059069010416666665
120,-33.408111572265625,-1.2032318115234375,318.5633850097656,234.69876098632812,0.08863283754006411,0.059134114583333335
121,-33.42608642578125,-1.103668212890625,318.5853271484375,234.71560668945312,0.08882711563307492,0.059033203125
122,-33.39289855957031,-1.1569290161132812,318.43621826171875,234.8050994873047,0.08780280892175574,0.05926432291666667
123,-33.44721984863281,-1.162506103515625,318.4535217285156,234.83433532714844,0.09019685039370078,0.05892578125
124,-33.271514892578125,-1.094482421875,318.5627746582031,234.67233276367188,0.08908894856770834,0.058619791666666664
125,-33.40245819091797,-1.1632080078125,318.47210693359375,234.7671356201172,0.0886191608123385,0.058916015625
126,-33.30122375488281,-1.0996246337890625,318.49554443359375,234.6719207763672,0.09211552083333334,0.059130859375
127,-33.21349334716797,-1.077911376953125,318.5110778808594,234.66378784179688,0.09232122605846774,0.059108072916666664
128,-33.21495056152344,-1.1539459228515625,318.587890625,234.39797973632812,0.09335580221036585,0.058603515625
129,-33.149497985839844,-1.1658782958984375,318.5408935546875,234.7869415283203,0.09033425305886243,0.05890299479166667
130,-33.16758728027344,-1.139923095703125,318.6136169433594,235.11935424804688,0.087165980836514,0.05818033854166667
131,-33.228050231933594,-1.190216064453125,318.6420593261719,234.55174255371094,0.0878962269864341,0.058297526041666665
132,-33.164459228515625,-1.0430145263671875,318.6413269042969,234.16488647460938,0.08737234575320514,0.05866861979166667
133,-33.50878143310547,-1.16668701171875,318.82562255859375,234.67938232421875,0.08830187479654948,0.0580078125
134,-33.30570983886719,-1.0986785888671875,318.56915283203125,234.58038330078125,0.08717988782051281,0.05822265625
135,-33.28031539916992,-1.1869659423828125,318.5267028808594,234.7141571044922,0.08477541510025062,0.058264973958333334
136,-33.418914794921875,-1.23333740234375,318.7239074707031,234.7188720703125,0.08669954427083335,0.058079427083333336
137,-33.611663818359375,-1.230133056640625,318.6297912597656,234.2616424560547,0.08861144696593914,0.05806966145833333
138,-33.553993225097656,-1.3022384643554688,318.7049255371094,234.58189392089844,0.09037640625000001,0.05816731770833333
139,-33.424137115478516,-1.2383995056152344,318.5378112792969,234.81390380859375,0.08845869730150918,0.05821940104166667
140,-33.403404235839844,-1.210693359375,318.73199462890625,234.55551147460938,0.08945976459160052,0.058079427083333336
141,-33.44186782836914,-1.1500244140625,318.6424255371094,234.5937042236328,0.0896159375,0.058196614583333334
142,-33.548187255859375,-1.2346038818359375,318.7236328125,234.28952026367188,0.08620661378816795,0.058408203125
143,-33.39813232421875,-1.2499542236328125,318.6209716796875,234.72743225097656,0.08652496494391027,0.05827473958333333
144,-33.59326171875,-1.1913833618164062,318.6142883300781,234.8178253173828,0.0851989869397096,0.058499348958333336
145,-33.526878356933594,-1.2537651062011719,318.4161682128906,234.8035888671875,0.08427812695802005,0.05821940104166667
146,-33.407745361328125,-1.1689453125,318.65570068359375,234.57740783691406,0.08727793927648576,0.05823893229166666
147,-33.50813293457031,-1.2646865844726562,318.6502380371094,234.7223358154297,0.0862783703926282,0.05823893229166666
148,-33.29847717285156,-1.1726455688476562,318.60308837890625,234.87899780273438,0.08476217398966164,0.05860026041666667
149,-33.28727722167969,-1.2385711669921875,318.6981201171875,235.00721740722656,0.08559137941316793,0.058092447916666665
150,-33.26701354980469,-1.1548919677734375,318.63201904296875,235.0101776123047,0.08504980713502507,0.0587890625
151,-33.35456848144531,-1.13836669921875,318.5330505371094,234.5778045654297,0.08869924950787403,0.058264973958333334
152,-33.2843017578125,-1.1323699951171875,318.4931945800781,234.95867919921875,0.09092106644825265,0.05789388020833333
153,-33.26363563537598,-1.1207733154296875,318.72808837890625,235.01535034179688,0.09015684895833335,0.05779947916666667
154,-33.26890182495117,-1.14703369140625,318.79376220703125,235.04429626464844,0.08818641662597657,0.057633463541666666
155,-33.41587257385254,-1.1998138427734375,318.7275695800781,235.05201721191406,0.0885347945601852,0.057529296875
156,-33.31828308105469,-1.1482162475585938,318.7494812011719,234.92417907714844,0.08355620659722222,0.057425130208333335
157,-33.16812515258789,-1.1339340209960938,318.89678955078125,235.07168579101562,0.08571463004930024,0.05730143229166667
158,-33.21669006347656,-1.2301483154296875,318.9893493652344,234.8734893798828,0.08796778361002604,0.05768229166666667
159,-33.024391174316406,-1.11273193359375,318.709228515625,234.98214721679688,0.08967877604166667,0.05724609375
160,-32.78179931640625,-1.1722183227539062,318.9337463378906,235.04315185546875,0.08567713303117049,0.056936848958333335
161,-33.092315673828125,-1.1009368896484375,318.5307312011719,235.01345825195312,0.0857050383667303,0.05720377604166667
162,-32.84344482421875,-1.13232421875,318.7856140136719,234.9984893798828,0.08828699747721354,0.057464192708333334
163,-33.03258514404297,-1.1607666015625,318.8666687011719,235.0511474609375,0.08719451510012921,0.05734375
164,-33.069950103759766,-1.1225433349609375,318.5465393066406,235.2257537841797,0.08753391472868215,0.05759765625
165,-32.978904724121094,-1.05633544921875,318.673828125,234.95199584960938,0.08643810096153848,0.057705078125
166,-32.938812255859375,-1.090057373046875,318.85272216796875,235.0495147705078,0.09087859122983868,0.057724609375
167,-33.00452423095703,-1.09417724609375,318.77459716796875,235.19044494628906,0.08699425670219639,0.057737630208333335
168,-33.01025390625,-1.000579833984375,318.74163818359375,235.09573364257812,0.08252808508211681,0.05734049479166667
169,-32.86407470703125,-1.13629150390625,318.6493225097656,235.05201721191406,0.08637950721153848,0.05751953125
170,-32.872039794921875,-1.118438720703125,318.68597412109375,235.0715789794922,0.08490048363095241,0.05748372395833334
171,-33.05615234375,-1.124725341796875,318.66168212890625,235.01443481445312,0.08729156572997417,0.057522786458333336
172,-33.06138610839844,-1.1756820678710938,318.7144775390625,235.0645294189453,0.08838574727376303,0.05733723958333333
173,-32.713104248046875,-1.0883636474609375,318.71484375,234.9950408935547,0.08996622395833334,0.057535807291666664
174,-32.93077087402344,-1.0819168090820312,318.77105712890625,234.97756958007812,0.0882977549235026,0.05750651041666666
175,-33.00861358642578,-1.0534820556640625,318.7364501953125,234.83563232421875,0.08747930797803619,0.05754557291666667
176,-33.05096435546875,-1.096435546875,318.9044494628906,234.96084594726562,0.08554514875315657,0.05793294270833333
177,-33.052032470703125,-1.043426513671875,318.7545471191406,234.7947998046875,0.08622803986378205,0.057399088541666664
178,-33.027862548828125,-1.202667236328125,318.7550048828125,235.06271362304688,0.0900842447916667,0.05758138020833333
179,-33.025787353515625,-1.1098556518554688,318.418701171875,234.95594787597656,0.08575399073632317,0.05740234375
180,-32.89271926879883,-1.1762847900390625,318.4634094238281,234.7638397216797,0.08772771317829457,0.05757161458333333
181,-33.208587646484375,-1.1307220458984375,318.5041809082031,234.98069763183594,0.08779965718587239,0.057574869791666664
182,-33.16576385498047,-1.14703369140625,318.6031799316406,234.9812469482422,0.08966895047949734,0.057607421875
183,-33.26878356933594,-1.1480255126953125,318.5106506347656,234.97132873535156,0.08514182350852272,0.05804361979166667
184,-33.027069091796875,-1.2047195434570312,318.5955810546875,234.6679229736328,0.08692660757211539,0.05794921875
185,-33.03593444824219,-1.11083984375,318.4891662597656,234.68331909179688,0.08777729832848837,0.0583203125
186,-33.16819763183594,-1.220489501953125,318.6863098144531,234.68515014648438,0.08757885116185897,0.05873697916666667
187,-33.07140350341797,-1.0830001831054688,318.5164794921875,234.3458709716797,0.08780793261466409,0.058824869791666665
188,-33.35724639892578,-1.18353271484375,318.3511047363281,234.71829223632812,0.08807612140665375,0.058636067708333336
189,-33.05099105834961,-1.2546768188476562,318.5115661621094,234.47918701171875,0.08770270611272613,0.058645833333333335
190,-33.1304817199707,-1.2277069091796875,318.4273376464844,234.47109985351562,0.08306512317518248,0.05852213541666667
191,-33.174293518066406,-1.10296630859375,318.5294189453125,234.50758361816406,0.08707336738782057,0.058671875
192,-32.84222412109375,-1.1939468383789062,318.34490966796875,234.47610473632812,0.08803617571059431,0.05865234375
193,-33.37702941894531,-1.2394943237304688,318.3609924316406,234.3036346435547,0.08629947419688296,0.05880533854166667
194,-33.32484436035156,-1.3200798034667969,318.46417236328125,234.31484985351562,0.08697428385416668,0.05870442708333334
195,-33.31361389160156,-1.1519241333007812,318.528076171875,234.65869140625,0.08594137643129769,0.05849283854166667
196,-33.405517578125,-1.2508468627929688,318.34967041015625,234.5021209716797,0.08523689038825756,0.05849283854166667
